cust_id,cust_first_name,cust_last_name,cust_username,cust_password,cust_record_create_date,mag_id,mag_name,mag_cost,mag_record_status,mag_record_create_date,prof_cust_cont_id,prof_phone,prof_zip,prof_state,prof_city,prof_street_address,prof_contact_type,prof_record_update_stamp,prof_record_status,prof_start_date,prof_end_date,sub_id,sub_num_mags_mailed,sub_payment_completed,sub_start_date,sub_end_date,pay_id,pay_amount,pay_type,pay_date,pay_card_num,pay_card_code,pay_record_create_date,category,
480,Cathy,Fuller,Fn9eu-Cathy,XWx4X,2015-05-05,480,boolean-actress,19.5,0,2007-02-03,480,019-677-4520,72704,AR,Fayetteville,3164 West Woodfield Way,0,2000-09-04,0,2002-09-06,2018-07-23,480,9,0,2008-02-28,2019-02-13,480,98.02,0,2013-09-10,4716427620378325,4325,2001-02-17,screenwriting,
481,Lisa,Casey,5H_c-Lisa,qDT2,2006-12-04,481,diachronic-dot,11.24,0,2012-03-23,481,314-488-7512,20008,DC,Washington,2552 Massachusetts Avenue Northwest,0,2017-10-11,0,2019-05-14,2008-02-29,481,19,0,2009-06-27,2018-05-09,481,68.39,0,2017-03-05,4485741903583123,6176,2021-01-19,military_airforce,
482,Stuart,Stonestreet,KatZ5-Stuart,vU8JVR,2016-01-16,482,immediate-architect,19.76,0,2020-09-06,482,860-510-4406,85303,AZ,Glendale,7085 West Northern Avenue,0,2020-09-18,0,2016-05-13,2007-07-24,482,2,0,2011-02-22,2003-12-10,482,59.77,0,2013-10-13,4929259055458162,3576,2006-11-24,corporate_job,
483,Michelle,Collin,kL3m-Michelle,3uXq,2004-11-02,483,muffled-act,13.96,0,2002-04-07,483,825-021-0988,81611,CO,Aspen,1169 East Hopkins Avenue,0,2007-08-20,0,2003-12-11,2006-01-26,483,19,0,2018-02-07,2000-02-25,483,39.97,0,2004-07-15,4480995933787568,3878,2018-03-20,screenwriting,
484,Erin,Keniston,M3zjj-Erin,cL3q,2006-08-26,484,sweet-music,23.64,0,2012-01-29,484,913-569-2318,37207,TN,Nashville,511 Norton Avenue,0,2010-03-07,0,2003-02-24,2013-06-08,484,13,0,2012-05-09,2015-03-31,484,27.62,0,2004-03-26,4024007145724802,6545,2009-06-06,filmmaking,
485,Mary,Cainne,0La-LL-Mary,uUT8,2020-10-29,485,curious-limit,26.61,0,2018-12-04,485,069-777-7410,20011,DC,Washington,1380 Quincy Street Northwest,0,2006-05-14,0,2005-05-13,2004-06-05,485,11,0,2005-08-09,2001-09-24,485,37.63,0,2010-02-13,4539693751524160,2760,2007-02-10,set_theory,
486,Patricia,Schneider,UJn8-Patricia,XIy1,2004-11-23,486,undecidable-centroid,14.18,0,2009-09-18,486,909-762-9929,37027,TN,Brentwood,517 Copperfield Way,0,2014-06-04,0,2016-09-01,2001-09-08,486,12,0,2006-10-19,2011-03-23,486,31.27,0,2001-10-24,4929307459599154,3364,2012-02-13,algorithms,
487,Ruth,Gearing,w5Wd-Ruth,*By0bL,2018-02-26,487,national-interval,18.04,0,2001-03-26,487,558-477-3343,36108,AL,Montgomery,650 Malvern Street,0,2021-04-15,0,2005-11-16,2013-10-02,487,18,0,2005-09-09,2005-11-03,487,59.08,0,2004-05-15,4532718637219896,8622,2017-08-28,web_development,
488,Jacelyn,Neal,v3QI-Jacelyn,R5=mwk,2011-11-04,488,gravitational-trie,21.36,0,2013-07-08,488,462-203-2947,36117,AL,Montgomery,8293 Grayson Grove,0,2002-07-18,0,2015-07-09,2011-09-16,488,2,0,2019-05-16,2020-07-02,488,95.04,0,2005-06-27,4916353061606347,0162,2019-12-26,data_structures,
489,Monica,Smith,5t)BQ-Monica,#8^Em,2006-05-14,489,simple-slide,27.74,0,2016-04-11,489,667-283-8074,99504,AK,Anchorage,1254 Muldoon Road,0,2010-05-30,0,2013-05-19,2018-01-18,489,5,0,2003-06-29,2012-08-31,489,41.42,0,2009-11-09,4024007123690959,1007,2001-03-03,geometry,
490,Michelle,Miller,KM?n7C-Michelle,osG4pn,2014-06-13,490,broad-chest,27.58,0,2014-06-17,490,221-669-3914,80007,CO,Arvada,17794 West 77th Lane,0,2020-07-24,0,2014-03-11,2013-05-20,490,3,0,2012-09-21,2000-08-03,490,12.86,0,2004-02-29,4485031885864943,0828,2001-12-18,storage,
491,Geri,Soliz,E_r(2-Geri,U1i),2006-04-19,491,average-canvas,20.15,0,2012-09-05,491,946-556-8615,37072,TN,Goodlettsville,804 Dry Creek Road,0,2009-04-30,0,2019-01-05,2020-03-25,491,3,0,2019-11-03,2021-02-02,491,21.71,0,2011-01-09,4916318871739372,2237,2008-08-05,cotton,
492,Alexandra,Crabtree,f2K0Ir-Alexandra,3kUE,2005-11-08,492,glossy-extra,15.49,0,2008-06-27,492,019-076-0177,21060,MD,Glen Burnie,801 Dale Road,0,2016-09-17,0,2001-05-15,2007-12-10,492,8,0,2021-05-24,2001-12-12,492,45.47,0,2019-06-27,4716893939231465,2730,2007-04-01,filmmaking,
493,Richard,Abner,Iu0h+q-Richard,GDa4,2010-05-24,493,simple-cinnamon,16.66,0,2012-01-01,493,155-463-6810,73139,OK,Oklahoma City,516 Southwest 60th Terrace,0,2001-06-22,0,2018-01-30,2021-05-07,493,20,0,2015-06-05,2006-04-22,493,49.2,0,2001-09-18,4532596715246274,7720,2019-07-11,seasonings,
494,Earlean,House,t2J8-Earlean,_^Y1i,2011-03-02,494,flashed-bookshelf,16.81,0,2005-02-10,494,572-973-3578,80005,CO,Arvada,7250 Urban Drive,0,2017-05-03,0,2014-08-14,2021-08-21,494,2,0,2000-04-06,2008-03-10,494,92.07,0,2012-08-27,4556729779133614,8282,2020-02-15,storage,
495,Darlene,Tucker,s_1B7-Darlene,SETh45,2018-03-07,495,animato-prior,22.61,0,2021-09-28,495,702-474-1260,32401,FL,Panama City,308 School Avenue,0,2014-04-30,0,2001-12-05,2002-08-19,495,4,0,2017-12-04,2020-12-28,495,43.96,0,2003-04-19,4024007149936782,6761,2000-10-04,machine_learning,
496,Christopher,Jacob,+9yHc-Christopher,Xv0%DB,2014-12-10,496,glass-atom,29.61,0,2003-03-04,496,169-144-6412,21402,MD,Annapolis,1823 Dinger Road,0,2006-05-30,0,2020-01-23,2007-05-15,496,8,0,2000-06-02,2009-10-04,496,65.63,0,2021-12-20,4485280223728571,3546,2017-10-04,chemistry,
497,Clementine,Meyers,9rmN(2-Clementine,NUqe8,2000-06-30,497,vintage-strategist,11.79,0,2016-11-18,497,902-604-1285,85302,AZ,Glendale,6201 West Olive Avenue,0,2015-06-21,0,2003-03-19,2017-01-23,497,10,0,2010-04-30,2001-11-08,497,63.78,0,2018-10-31,4916521530170430,7785,2007-08-13,corporate_job,
498,Frank,Taylor,5^60fO-Frank,1tr3B,2011-07-27,498,bitter-serval,19.68,0,2001-04-26,498,463-369-3004,31322,GA,Pooler,150 Somersby Boulevard,0,2020-01-28,0,2014-12-11,2012-10-28,498,11,0,2010-08-21,2002-11-21,498,63.2,0,2012-10-15,4716930889388901,2726,2016-01-18,apex_predators,
499,Carolyn,Sligar,wVZw1-Carolyn,shI7,2008-11-15,499,fuchsia-powerset,16.68,0,2018-09-04,499,343-434-1530,85304,AZ,Glendale,6221 West Wethersfield Road,0,2002-04-12,0,2000-11-02,2019-01-27,499,18,0,2009-03-31,2001-08-15,499,53.54,0,2009-10-05,4916463986468812,4677,2004-01-28,set_theory,
500,James,Ramos,CGo7B-James,nsKP6,2018-11-07,500,icy-convergence,24.44,0,2005-08-21,500,134-051-9584,36110,AL,Montgomery,1552 Gibson Street,0,2011-05-24,0,2007-08-05,2018-06-15,500,16,0,2004-03-22,2018-08-04,500,40.49,0,2006-08-27,4916968384688951,2276,2000-07-10,machine_learning,
